ID,Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Preferred Foot,Body Type,Position
202695,25,80,83,15500000,56000,1858,1,4,2,4,6.4,179,60,60,60,61,62,62,62,61,64,64,64,65,69,69,69,65,73,77,77,77,73,75,80,80,80,75,59,36,80,73,40,66,54,57,72,70,55,63,58,75,57,63,82,69,81,38,79,79,43,66,52,79,79,82,80,14,8,12,9,7,Right,Normal,DF
202477,24,80,82,18500000,56000,1926,3,4,4,6,5.1,161,75,75,75,83,81,81,81,83,82,82,82,82,73,73,73,82,62,56,56,56,62,57,45,45,45,57,75,69,40,78,68,88,84,77,62,86,89,88,94,74,77,72,70,70,54,66,40,25,77,76,77,76,34,30,22,12,16,14,11,11,Right,Normal,ST
202335,24,80,84,16500000,73000,2033,2,3,2,5,6.2,198,69,69,69,67,68,68,68,67,69,69,69,69,74,74,74,69,77,81,81,81,77,78,83,83,83,78,67,52,82,77,51,65,60,74,78,70,62,68,52,78,38,82,77,78,89,72,91,81,53,67,70,77,82,81,83,11,14,6,13,9,Right,Normal,DM
201377,26,80,84,16000000,38000,1847,2,2,2,5,6,172,60,60,60,60,59,59,59,60,60,60,60,63,63,63,63,63,74,75,75,75,74,76,80,80,80,76,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82,14,13,8,11,14,Right,Normal,DF
201144,29,80,80,11500000,53000,2017,2,4,3,4,6.1,176,69,69,69,71,72,72,72,71,75,75,75,73,79,79,79,73,77,81,81,81,77,76,77,77,77,76,69,54,66,82,66,72,64,58,82,80,55,56,68,78,64,72,58,79,71,74,76,80,62,78,68,72,79,78,76,8,9,14,15,6,Right,Lean,DM
201119,28,80,80,11500000,1000,2073,1,2,4,8,5.1,181,75,75,75,80,79,79,79,80,79,79,79,81,79,79,79,81,81,78,78,78,81,80,75,75,75,80,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10,Left,Stocky,DF
200536,25,80,81,14500000,37000,1988,1,2,3,7,5.11,172,69,69,69,76,73,73,73,76,74,74,74,78,74,74,74,78,80,77,77,77,80,79,75,75,75,79,83,48,54,78,49,79,59,42,70,78,88,86,76,78,73,65,60,79,76,40,72,74,73,67,56,75,74,76,77,13,9,15,7,14,Left,Normal,DF
200458,24,80,84,16000000,79000,2067,2,3,4,7,5.1,163,71,71,71,76,75,75,75,76,76,76,76,77,77,77,77,77,81,79,79,79,81,80,77,77,77,80,82,52,68,81,45,76,68,67,69,82,76,75,68,77,79,77,73,79,69,69,75,81,69,72,60,76,73,77,82,6,12,9,6,13,Left,Lean,DF
200318,26,80,81,17500000,42000,1943,1,3,3,5,6.1,159,81,81,81,79,81,81,81,79,79,79,79,78,73,73,73,78,60,59,59,59,60,57,52,52,52,57,67,85,69,72,74,78,60,57,68,78,77,76,74,85,67,85,77,75,67,84,61,39,83,71,74,76,34,33,25,9,11,8,9,11,Left,Lean,ST
200315,26,80,80,16000000,30000,1940,2,4,3,3,5.1,143,75,75,75,81,79,79,79,81,79,79,79,80,72,72,72,80,63,58,58,58,63,58,49,49,49,58,78,74,47,77,75,82,81,64,70,81,92,89,82,72,79,78,72,73,58,71,48,26,74,74,56,66,55,30,26,15,12,9,7,13,Right,Lean,MF
199206,29,80,80,11500000,55000,1816,3,3,2,5,6,168,60,60,60,61,59,59,59,61,59,59,59,64,64,64,64,64,77,76,76,76,77,79,82,82,82,79,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,75,85,79,83,16,13,10,9,8,Right,Lean,DF
199110,27,80,81,17500000,24000,1909,2,4,4,7,5.1,174,80,80,80,81,81,81,81,81,80,80,80,79,70,70,70,79,57,53,53,53,57,53,46,46,46,53,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,Right,Stocky,ST
199069,26,80,82,18000000,19000,1994,3,3,5,7,6,181,82,82,82,79,82,82,82,79,81,81,81,79,75,75,75,79,60,61,61,61,60,57,55,55,55,57,57,80,77,75,81,81,80,67,68,80,76,83,72,77,63,81,78,83,85,75,77,33,80,81,76,86,44,23,19,8,10,9,7,8,Right,Normal,ST
198784,24,80,85,19500000,94000,2125,2,4,4,8,5.9,154,75,75,75,82,81,81,81,82,82,82,82,82,80,80,80,82,78,77,77,77,78,75,70,70,70,75,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9,Right,Stocky,MF
197853,25,80,83,15500000,82000,2091,2,3,3,8,5.9,168,72,72,72,76,74,74,74,76,75,75,75,77,77,77,77,77,81,80,80,80,81,81,81,81,81,81,83,54,75,78,47,76,69,30,72,79,79,78,73,81,76,71,94,77,74,58,86,79,72,71,64,75,75,81,82,7,10,15,16,9,Right,Normal,DF
197061,26,80,82,15000000,99000,1846,2,2,2,4,6.4,198,63,63,63,63,64,64,64,63,67,67,67,66,73,73,73,66,75,79,79,79,75,76,81,81,81,76,54,36,82,77,50,65,63,22,74,69,55,69,55,80,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78,11,15,10,7,10,Right,Lean,DF
195861,28,80,80,12000000,1000,2113,2,3,3,7,6.1,183,71,71,71,71,71,71,71,71,73,73,73,72,77,77,77,72,78,81,81,81,78,79,81,81,81,79,68,57,69,78,53,69,75,77,84,73,69,72,68,76,73,87,74,82,84,86,84,82,53,75,50,78,78,83,81,12,16,7,12,6,Left,Normal,DF
194879,28,80,80,15500000,34000,1926,2,4,3,8,5.11,170,80,80,80,77,79,79,79,77,77,77,77,77,74,74,74,77,62,62,62,62,62,60,58,58,58,60,70,81,81,79,82,76,55,47,61,80,60,65,70,82,67,77,81,80,83,70,66,42,84,72,63,69,31,46,31,8,8,8,14,6,Right,Stocky,ST
194794,28,80,80,15000000,92000,2022,3,2,4,7,6.3,183,81,81,81,82,82,82,82,82,82,82,82,81,77,77,77,81,65,65,65,65,65,61,58,58,58,61,80,77,69,78,74,86,83,75,74,83,69,76,73,82,67,83,61,60,76,83,76,54,79,78,85,74,37,35,30,9,5,6,5,14,Left,Lean,MF
194229,27,80,81,13500000,27000,1905,2,3,3,7,5.9,159,61,61,61,67,65,65,65,67,66,66,66,71,72,72,72,71,80,78,78,78,80,80,77,77,77,80,84,28,65,71,28,69,78,38,68,80,71,71,77,80,66,74,82,91,69,39,76,81,46,64,23,70,69,81,82,14,9,7,9,15,Right,Normal,DF
194022,27,80,80,12000000,15000,2024,2,3,3,5,6.1,176,71,71,71,73,73,73,73,73,74,74,74,75,77,77,77,75,80,81,81,81,80,80,81,81,81,80,80,54,74,78,45,75,77,42,75,79,65,66,66,82,60,70,77,84,78,67,81,81,66,69,43,77,82,82,79,14,6,7,12,8,Right,Normal,DF
193886,28,80,80,15000000,44000,2056,2,3,3,4,5.11,170,80,80,80,80,81,81,81,80,81,81,81,79,78,78,78,79,67,68,68,68,67,64,61,61,61,64,75,80,58,80,73,81,78,75,75,83,70,67,75,81,73,88,76,66,76,87,70,51,82,74,65,79,36,59,49,12,11,10,14,6,Left,Normal,AM
193352,25,80,83,15500000,81000,2178,3,3,4,4,5.11,170,73,73,73,77,76,76,76,77,77,77,77,78,79,79,79,78,81,81,81,81,81,81,79,79,79,81,86,59,64,78,67,76,82,84,78,78,73,73,73,80,70,78,73,77,75,72,75,80,68,74,83,80,80,78,78,14,13,14,14,11,Left,Normal,DF
193061,27,80,80,15500000,65000,2052,2,4,4,7,6,170,75,75,75,80,79,79,79,80,81,81,81,81,79,79,79,81,75,73,73,73,75,73,67,67,67,73,78,74,60,82,73,84,78,72,75,84,75,76,75,74,73,68,65,77,63,74,66,70,76,80,72,78,50,64,70,4,5,3,4,8,Right,Lean,MF
192789,27,80,80,12000000,35000,2081,2,3,3,7,6,163,74,74,74,74,73,73,73,74,72,72,72,75,74,74,74,75,80,79,79,79,80,80,80,80,80,80,79,68,65,77,77,73,75,54,69,76,76,80,68,79,60,81,73,77,79,69,78,80,64,57,50,69,81,81,82,9,12,8,9,15,Right,Normal,DF
191687,29,80,80,11500000,63000,1873,2,3,2,5,6.3,196,62,62,62,58,59,59,59,58,58,58,58,61,65,65,65,61,72,75,75,75,72,73,81,81,81,73,70,40,83,67,29,55,70,74,75,60,52,60,33,66,45,85,71,70,90,67,88,79,44,52,52,71,82,82,76,15,11,14,10,6,Right,Normal,DF
190815,28,80,80,12000000,22000,2075,3,4,3,4,5.11,159,69,69,69,73,73,73,73,73,76,76,76,76,81,81,81,76,81,83,83,83,81,80,80,80,80,80,81,46,72,83,62,73,84,62,83,80,62,53,72,84,75,68,72,83,74,62,72,83,66,76,56,81,78,81,77,12,9,10,14,10,Left,Normal,DF
190544,26,80,81,17500000,52000,1933,2,4,4,6,6,163,74,74,74,80,80,80,80,80,81,81,81,79,74,74,74,79,61,58,58,58,61,57,49,49,49,57,72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75,39,35,35,6,14,7,6,12,Right,Lean,AM
190286,27,80,80,15500000,30000,1875,2,3,3,7,5.11,163,73,73,73,79,79,79,79,79,80,80,80,78,75,75,75,78,61,61,61,61,61,56,49,49,49,56,79,77,38,84,63,81,81,79,70,80,67,62,69,79,69,71,36,55,56,78,55,50,81,82,66,65,60,23,16,15,12,16,13,12,Left,Lean,MF
190264,28,80,80,15000000,59000,1951,3,3,4,8,5.9,152,77,77,77,83,82,82,82,83,83,83,83,82,77,77,77,82,65,62,62,62,65,61,51,51,51,61,78,75,53,82,69,84,80,75,74,85,79,76,85,78,85,70,36,74,53,75,48,26,80,78,77,78,54,36,32,15,5,14,13,7,Left,Normal,AM
189805,27,80,80,16000000,23000,1925,2,3,2,5,6.2,190,80,80,80,72,76,76,76,72,74,74,74,73,72,72,72,73,61,62,62,62,61,60,59,59,59,60,66,79,93,76,83,66,63,66,64,76,53,57,58,81,59,84,81,83,84,69,52,38,84,69,64,77,44,43,37,16,10,8,8,11,Right,Normal,ST
189575,25,80,83,18500000,31000,1977,2,3,4,7,5.7,139,74,74,74,82,80,80,80,82,81,81,81,80,76,76,76,80,67,65,65,65,67,63,57,57,57,63,74,76,43,80,63,86,78,69,67,83,83,75,88,81,94,61,73,64,46,72,66,45,80,77,61,77,58,55,34,10,5,5,13,12,Right,Normal,AM
189354,30,80,80,14000000,33000,1971,2,3,4,7,5.1,150,74,74,74,81,80,80,80,81,82,82,82,81,77,77,77,81,65,63,63,63,65,60,52,52,52,60,88,69,52,82,62,85,83,82,81,84,78,71,81,76,74,80,65,68,58,75,68,43,74,84,58,79,57,23,27,12,7,8,6,10,Right,Lean,AM
189251,28,80,80,12000000,37000,2118,2,3,3,4,5.1,163,73,73,73,77,77,77,77,77,79,79,79,78,81,81,81,78,79,80,80,80,79,78,75,75,75,78,73,63,59,82,66,78,82,79,81,82,69,65,77,83,75,73,65,77,66,73,58,82,72,80,71,80,81,76,74,13,8,13,12,10,Right,Lean,DM
188942,27,80,82,14500000,86000,2043,2,3,2,5,6,192,71,71,71,69,70,70,70,69,70,70,70,70,74,74,74,70,76,81,81,81,76,77,82,82,82,77,62,61,71,77,60,68,62,57,70,75,54,61,68,81,65,79,79,78,92,60,89,83,63,64,65,76,78,85,77,6,14,10,13,16,Right,Normal,DM
188829,28,80,80,12000000,50000,1878,3,3,3,4,6,170,64,64,64,66,66,66,66,66,68,68,68,69,71,71,71,69,75,78,78,78,75,77,80,80,80,77,60,33,77,75,64,68,37,28,72,74,72,72,68,74,78,58,83,63,74,46,76,80,54,63,50,77,79,82,77,6,7,6,15,7,Right,Lean,DF
188388,28,80,80,15000000,31000,2004,2,4,4,7,5.1,163,74,74,74,80,79,79,79,80,81,81,81,80,76,76,76,80,63,62,62,62,63,58,51,51,51,58,82,77,45,81,73,81,83,82,76,80,75,73,78,74,78,78,61,68,61,76,58,32,75,85,90,79,55,35,30,10,12,16,10,14,Left,Lean,AM
188005,28,80,81,13500000,51000,2005,2,3,2,5,6,165,71,71,71,68,71,71,71,68,72,72,72,70,76,76,76,70,75,81,81,81,75,76,81,81,81,76,50,58,83,80,52,64,62,59,74,75,63,55,68,81,63,76,85,79,75,54,85,86,66,76,48,76,78,81,74,9,13,15,8,10,Right,Lean,DM
186547,27,80,80,12500000,85000,1892,3,3,3,4,5.11,161,63,63,63,65,64,64,64,65,66,66,66,66,70,70,70,66,75,78,78,78,75,77,82,82,82,77,55,40,76,69,36,65,53,45,67,67,69,71,73,76,68,57,83,68,76,53,76,84,50,64,57,76,84,84,80,5,11,12,6,12,Right,Normal,DF
186537,31,80,80,13500000,41000,2018,1,3,4,3,6.1,159,81,81,81,77,79,79,79,77,77,77,77,77,73,73,73,77,64,64,64,64,64,62,62,62,62,62,68,80,87,74,74,78,66,57,65,79,70,69,65,81,62,79,83,81,78,75,81,36,82,69,80,77,45,49,42,16,14,9,16,8,Right,Lean,ST
184120,34,80,80,7000000,39000,1967,3,3,3,5,6,161,71,71,71,70,74,74,74,70,76,76,76,71,81,81,81,71,72,81,81,81,72,72,78,78,78,72,60,66,61,85,48,74,72,77,84,78,34,31,49,77,60,80,58,50,72,76,76,80,69,85,75,84,81,80,78,13,10,9,11,8,Left,Normal,MF
183427,28,80,80,11500000,120000,2137,2,3,3,8,5.9,172,74,74,74,77,77,77,77,77,78,78,78,78,80,80,80,78,81,81,81,81,81,80,78,78,78,80,74,64,60,82,59,77,72,53,76,82,75,72,87,81,86,82,67,87,65,75,84,80,72,73,65,76,77,81,79,10,9,14,11,6,Left,Lean,DF
180819,30,80,80,13500000,110000,2086,3,5,4,8,5.1,161,77,77,77,80,80,80,80,80,82,82,82,81,81,81,81,81,74,75,75,75,74,72,70,70,70,72,74,72,67,84,72,84,77,66,76,85,70,69,78,74,75,72,70,77,64,71,76,64,75,83,70,80,61,64,62,6,15,14,8,11,Right,Lean,MF
180216,29,80,80,11000000,97000,2065,2,3,3,8,5.1,148,74,74,74,77,76,76,76,77,76,76,76,78,77,77,77,78,81,79,79,79,81,81,79,79,79,81,82,61,69,78,64,79,42,53,70,78,77,75,73,80,74,75,71,77,69,66,78,80,75,70,55,82,78,84,82,5,15,10,13,7,Right,Normal,DF
180175,28,80,80,15500000,35000,1944,3,3,4,6,5.11,179,80,80,80,80,81,81,81,80,79,79,79,78,70,70,70,78,59,55,55,55,59,55,50,50,50,55,68,80,69,75,75,81,81,70,53,80,84,85,83,78,69,76,78,67,72,73,63,29,79,66,74,74,35,23,19,16,7,13,15,8,Right,Normal,ST
178424,31,80,80,9500000,27000,2149,2,3,3,7,5.9,152,74,74,74,76,75,75,75,76,75,75,75,77,78,78,78,77,81,79,79,79,81,80,77,77,77,80,81,56,69,77,69,74,82,80,76,80,76,79,76,78,76,87,63,85,68,84,75,80,70,66,61,70,68,81,82,10,7,10,9,14,Left,Normal,DF
177604,32,80,80,8000000,99000,2011,2,3,3,7,5.1,159,70,70,70,72,72,72,72,72,72,72,72,73,74,74,74,73,79,78,78,78,79,79,79,79,79,79,76,55,72,77,58,73,74,52,61,77,72,67,70,82,73,74,74,74,65,61,77,81,66,66,61,76,80,83,81,7,5,9,3,5,Left,Lean,DF
177600,31,80,80,12500000,30000,2071,2,3,3,4,5.1,168,72,72,72,75,76,76,76,75,78,78,78,76,81,81,81,76,74,77,77,77,74,71,69,69,69,71,80,69,47,84,61,72,83,84,82,80,64,41,70,78,73,87,59,77,70,76,74,70,77,84,69,73,63,73,65,16,10,14,6,13,Right,Normal,MF
176915,32,80,80,11000000,20000,2068,2,3,4,4,5.1,161,75,75,75,78,78,78,78,78,80,80,80,78,81,81,81,78,76,78,78,78,76,74,74,74,74,74,70,69,59,81,57,78,65,61,80,81,69,71,75,80,79,74,59,75,73,73,80,77,78,81,62,81,68,76,64,9,13,6,16,9,Right,Lean,DM
176600,31,80,80,13500000,45000,2037,3,3,3,4,5.8,154,81,81,81,81,82,82,82,81,81,81,81,81,75,75,75,81,66,63,63,63,66,63,57,57,57,63,70,78,67,79,78,75,76,70,72,79,86,85,81,80,77,82,85,75,64,73,66,38,85,75,81,82,50,33,39,6,10,8,8,6,Right,Normal,ST
176376,33,80,80,9000000,13000,2074,2,4,5,7,5.11,168,80,80,80,82,82,82,82,82,82,82,82,82,80,80,80,82,69,71,71,71,69,66,62,62,62,66,69,81,54,78,77,86,80,55,74,84,77,76,87,82,81,83,31,89,73,80,79,55,83,77,80,82,61,62,24,14,13,7,7,15,Right,Lean,AM
176104,31,80,80,13000000,23000,2015,2,4,4,4,6,179,76,76,76,79,79,79,79,79,81,81,81,80,78,78,78,80,69,69,69,69,69,66,63,63,63,66,78,62,60,82,73,84,78,78,76,86,70,74,68,76,68,84,68,72,77,83,55,49,75,82,76,80,68,52,40,3,5,5,5,3,Left,Normal,AM
173208,31,80,80,10000000,21000,2123,2,3,3,4,6,165,70,70,70,74,73,73,73,74,74,74,74,77,78,78,78,77,82,81,81,81,82,82,80,80,80,82,82,56,69,80,62,72,72,66,81,73,78,77,68,78,65,68,80,89,73,59,79,77,68,75,70,75,84,82,83,13,10,16,9,9,Left,Normal,DF
172114,32,80,80,11500000,12000,2009,2,3,3,7,5.1,165,79,79,79,79,80,80,80,79,81,81,81,79,78,78,78,79,63,62,62,62,63,59,53,53,53,59,78,80,70,79,75,78,80,79,76,82,62,60,72,80,73,85,68,82,63,84,53,36,84,82,79,83,39,40,30,15,15,8,10,12,Right,Lean,ST
171833,28,80,80,15500000,125000,1837,3,2,4,3,5.11,168,80,80,80,79,81,81,81,79,79,79,79,77,71,71,71,77,53,52,52,52,53,49,44,44,44,49,62,83,70,72,73,79,62,68,62,80,72,78,74,78,64,82,70,55,66,79,60,22,81,74,75,81,11,24,12,7,15,9,5,13,Left,Normal,ST
171579,31,80,80,13000000,30000,2165,2,3,4,7,6,185,82,82,82,79,81,81,81,79,81,81,81,79,82,82,82,79,74,78,78,78,74,74,77,77,77,74,78,79,90,79,55,78,72,68,80,85,47,57,66,86,64,85,76,74,82,86,84,69,85,83,76,83,69,74,63,14,16,14,16,15,Right,Normal,AM
170815,30,80,80,13500000,65000,2138,2,3,3,4,5.9,159,74,74,74,77,77,77,77,77,78,78,78,77,80,80,80,77,78,80,80,80,78,77,77,77,77,77,77,67,62,81,70,78,78,77,78,80,67,62,71,80,79,76,70,77,68,74,81,82,73,80,71,82,79,76,71,7,6,14,16,10,Right,Normal,MF
166706,33,80,80,6000000,68000,1640,3,2,2,5,6.3,179,55,55,55,51,51,51,51,51,52,52,52,54,60,60,60,54,69,74,74,74,69,72,81,81,81,72,39,35,83,68,43,46,33,27,67,57,49,62,49,72,52,46,73,76,86,35,82,79,33,28,39,71,77,82,78,15,5,7,6,11,Right,Normal,DF
165109,31,80,80,10000000,51000,1964,2,3,3,5,6,174,68,68,68,68,68,68,68,68,68,68,68,68,71,71,71,68,77,78,78,78,77,79,81,81,81,79,67,55,70,71,51,66,45,48,67,69,70,68,70,78,67,79,65,69,74,74,75,85,55,60,57,76,86,86,85,9,12,12,6,13,Left,Normal,DF
164468,32,80,80,8500000,99000,1754,3,3,2,4,6.4,194,64,64,64,57,61,61,61,57,61,61,61,57,66,66,66,57,67,75,75,75,67,70,82,82,82,70,28,56,85,66,47,56,48,27,60,61,42,48,51,79,47,63,80,61,79,64,85,78,45,56,53,74,83,82,81,5,12,9,5,12,Right,Normal,DF
163711,33,80,80,6000000,75000,1968,3,3,3,5,5.9,163,65,65,65,70,70,70,70,70,73,73,73,72,77,77,77,72,79,81,81,81,79,79,78,78,78,79,60,38,59,79,37,73,57,41,75,80,69,69,79,77,87,74,76,85,68,67,77,80,50,73,49,83,78,79,81,9,5,12,10,15,Right,Normal,DM
159147,32,80,80,8500000,37000,1977,2,3,2,5,5.11,176,67,67,67,66,67,67,67,66,68,68,68,68,73,73,73,68,76,79,79,79,76,77,81,81,81,77,65,55,81,74,44,62,59,51,77,73,62,63,63,76,72,65,81,73,78,61,77,83,58,63,68,80,77,84,82,6,7,12,11,14,Right,Normal,DF
158625,34,80,80,4500000,37000,1820,3,4,2,5,6.2,187,62,62,62,60,61,61,61,60,64,64,64,62,71,71,71,62,72,79,79,79,72,73,81,81,81,73,58,47,80,74,44,57,51,55,76,74,38,41,52,76,64,64,65,62,81,53,74,79,41,62,57,78,82,82,80,14,8,10,6,13,Left,Normal,DF
156713,33,80,80,0,0,1797,2,4,2,7,6.4,185,64,64,64,58,60,60,60,58,60,60,60,59,66,66,66,59,70,76,76,76,70,72,81,81,81,72,49,51,81,73,37,49,36,40,67,63,46,49,55,76,36,74,64,67,83,59,81,82,54,49,79,78,82,83,79,7,9,12,10,15,Right,Normal,DF
153244,32,80,80,12000000,70000,1992,3,3,3,4,6.2,201,81,81,81,77,78,78,78,77,76,76,76,76,72,72,72,76,61,62,62,62,61,59,59,59,59,59,72,83,78,70,78,73,77,70,68,73,73,68,66,74,55,84,72,71,89,79,80,51,80,72,78,80,33,41,23,10,15,14,11,11,Right,Stocky,ST
147782,34,80,80,4500000,1000,2044,2,3,3,5,5.9,154,69,69,69,72,72,72,72,72,74,74,74,74,77,77,77,74,78,80,80,80,78,77,77,77,77,77,67,61,59,80,60,73,62,54,74,78,67,65,77,76,76,71,70,86,64,63,88,80,64,72,62,77,81,81,73,13,7,15,13,12,Right,Normal,DM
146760,33,80,80,5500000,53000,2053,3,3,3,7,5.11,157,71,71,71,76,74,74,74,76,75,75,75,78,76,76,76,78,81,79,79,79,81,81,78,78,78,81,81,54,59,77,49,75,80,59,66,78,74,86,74,82,63,68,68,80,74,53,78,76,68,72,66,74,75,81,80,11,14,10,15,7,Right,Lean,DF
146562,33,80,80,8500000,39000,2025,3,5,5,6,5.6,146,75,75,75,80,80,80,80,80,82,82,82,80,81,81,81,80,70,73,73,73,70,67,64,64,64,67,85,71,58,85,72,84,86,78,84,86,58,52,72,76,84,77,53,53,54,76,64,61,76,86,80,88,62,60,50,6,9,5,7,15,Right,Stocky,MF
146536,32,80,80,11500000,22000,2048,2,2,3,4,5.7,132,73,73,73,80,78,78,78,80,78,78,78,80,77,77,77,80,76,71,71,71,76,74,64,64,64,74,82,64,55,75,75,80,82,46,73,80,89,88,87,78,87,75,65,82,35,70,63,69,79,73,56,70,62,61,62,10,10,15,7,13,Right,Lean,MF
142754,34,80,80,4500000,20000,1973,4,3,2,2,5.9,161,65,65,65,67,67,67,67,67,70,70,70,70,75,75,75,70,78,82,82,82,78,79,81,81,81,79,63,42,66,79,51,58,63,50,75,80,69,62,72,79,78,76,80,76,72,55,88,85,51,68,60,81,78,81,82,6,10,8,5,5,Right,Normal,DM
139997,36,80,80,1700000,27000,2204,3,4,3,8,5.1,172,77,77,77,80,80,80,80,80,82,82,82,81,84,84,84,81,82,84,84,84,82,81,79,79,79,81,85,69,60,85,72,72,86,83,87,83,69,76,71,78,65,83,67,74,72,77,83,85,76,86,84,81,77,78,77,10,10,6,6,12,Right,Normal,DF
121944,33,80,80,6000000,11000,2093,4,3,3,4,6,174,74,74,74,73,75,75,75,73,77,77,77,73,81,81,81,73,74,80,80,80,74,74,78,78,78,74,76,69,75,82,79,71,82,74,83,78,36,37,61,81,63,81,71,67,75,77,77,77,73,81,77,87,76,74,75,14,14,13,13,11,Right,Normal,DF
54050,32,80,80,12000000,13000,2126,4,4,3,5,5.9,183,81,81,81,79,81,81,81,79,81,81,81,80,80,80,80,80,69,72,72,72,69,67,67,67,67,67,77,80,75,81,83,74,84,83,82,80,65,65,66,82,77,85,74,74,78,80,81,56,80,82,81,86,57,55,40,10,11,13,8,7,Right,Stocky,ST
49369,34,80,80,8000000,10000,1885,3,4,3,4,6.1,174,80,80,80,79,80,80,80,79,79,79,79,77,70,70,70,77,56,54,54,54,56,53,50,50,50,53,68,76,77,79,81,80,80,63,51,79,71,78,70,73,51,83,75,60,72,73,62,20,80,76,74,69,39,22,18,14,13,8,9,10,Right,Normal,ST
244369,20,79,86,18000000,1000,1919,1,4,4,7,5.1,152,73,73,73,80,79,79,79,80,80,80,80,80,75,75,75,80,66,63,63,63,66,63,53,53,53,63,76,75,45,80,68,80,68,71,69,81,82,83,77,78,73,70,50,74,47,72,57,39,75,80,61,79,66,36,37,9,7,15,6,12,Left,Lean,MF
239818,21,79,85,15000000,10000,1641,1,4,2,5,6.1,181,55,55,55,52,54,54,54,52,53,53,53,55,58,58,58,55,69,72,72,72,69,71,79,79,79,71,34,29,81,69,30,54,33,26,44,60,63,64,47,75,56,54,76,77,78,22,94,76,39,34,45,72,79,80,75,7,8,13,7,12,Right,Stocky,DF
236632,21,79,86,18000000,18000,1884,2,3,5,7,5.9,146,75,75,75,80,80,80,80,80,80,80,80,79,72,72,72,79,62,57,57,57,62,58,49,49,49,58,66,76,50,78,72,87,65,52,52,84,85,86,91,72,84,72,58,73,63,65,52,37,73,78,69,78,32,32,32,14,10,5,13,6,Left,Normal,AM
233419,21,79,86,18000000,13000,2018,1,3,4,7,5.9,150,76,76,76,80,79,79,79,80,79,79,79,80,74,74,74,80,67,63,63,63,67,63,55,55,55,63,76,75,45,73,69,81,77,74,62,80,88,86,86,79,82,80,70,87,65,74,74,52,79,73,68,81,45,41,27,8,7,13,8,14,Left,Lean,MF
232097,21,79,86,18000000,27000,1870,2,4,5,7,5.11,148,70,70,70,79,78,78,78,79,80,80,80,79,75,75,75,79,65,62,62,62,65,61,50,50,50,61,69,63,46,78,64,86,70,54,75,84,87,77,90,76,83,67,57,73,32,64,46,39,73,77,57,71,44,50,32,15,13,10,13,6,Right,Lean,MF
231943,21,79,86,18000000,79000,2009,1,5,4,8,5.11,154,80,80,80,79,80,80,80,79,78,78,78,79,72,72,72,79,64,62,62,62,64,62,59,59,59,62,69,79,75,75,64,84,71,65,59,79,83,85,78,78,74,80,80,78,76,64,82,35,78,72,69,77,46,44,36,12,7,8,11,13,Right,Normal,ST
231478,20,79,86,18000000,54000,1892,1,4,4,7,5.9,174,80,80,80,76,78,78,78,76,75,75,75,74,67,67,67,74,57,55,55,55,57,55,54,54,54,55,56,82,79,62,68,78,71,33,50,79,82,83,79,75,70,79,81,75,86,68,74,31,79,72,59,77,46,22,25,11,8,8,8,13,Right,Normal,ST
230938,21,79,88,19500000,24000,2149,2,4,3,8,6,168,76,76,76,76,77,77,77,76,77,77,77,77,79,79,79,77,79,81,81,81,79,79,80,80,80,79,66,64,68,79,60,78,58,48,75,79,71,77,68,76,79,84,79,96,87,76,86,80,76,71,82,76,80,78,74,9,11,12,12,10,Right,Normal,MF
230498,30,79,79,12000000,26000,1895,1,4,4,7,5.9,161,80,80,80,78,81,81,81,78,80,80,80,76,71,71,71,76,54,52,52,52,54,51,45,45,45,51,42,79,73,74,76,82,79,60,56,78,86,82,83,82,69,75,82,80,67,82,43,20,82,75,74,73,27,20,19,9,12,8,10,9,Right,Normal,ST
